record_id,o_name,o_street,o_city,o_state,o_zip,s_name,s_street,s_city,s_state,s_zip,type
d-01817,Patricia Allen,13096 Cedar,Rose Hill,MS,39356,Jennifer Kelly,6442 Ninth,Bridgeport,CT,06607,distinct
d-01818,Sarah Campbell,307 First,Arkdale,WI,54613,Karen Morris,14232 Lake,Blackshear,GA,31516,distinct
d-01819,David Morgan,14764 Evergreen,Teterboro,NJ,07699,Richard Adams,17029 Seventh,Houston,TX,77215,distinct
d-01820,Richard Ward,17023 Pine,Hemlock,NY,14466,Mary Thomas,4806 Cedar,Ventura,CA,93009,distinct
d-01821,Elizabeth Chavez,3463 View,Smethport,PA,16749,Jessica Cruz,8615 Washington,Marion,IN,46952,distinct
d-01822,Linda Evans,2227 Lake,Upper Darby,PA,19082,Patricia Hall,18413 View,Portsmouth,RI,02871,distinct
d-01823,James Diaz,72 Seventh,Baylis,IL,62314,Susan Price,19784 Evergreen,Flagler,CO,80815,distinct
d-01824,Charles Ruiz,11624 Third,Goochland,VA,23063,Joseph Brooks,13576 Park,Finland,MN,55603,distinct
d-01825,Linda Collins,19488 Eighth,Roxboro,NC,27574,Thomas Ruiz,2017 Second,Ona,FL,33865,distinct
d-01826,John Miller,11178 Washington,Miami,FL,33169,Charles Torres,13606 Hill,Salt Lake City,UT,84139,distinct
d-01827,Jennifer Price,1958 Ninth,Palmdale,CA,93552,Charles Alvarez,2527 Park,Hayti,MO,63851,distinct
d-01828,Charles Adams,146 Elm,Calumet,PA,15621,Richard Stewart,10283 Eighth,Fairfield,MT,59436,distinct
d-01829,David Jackson,624 Seventh,Harwood Heights,IL,60706,Jessica Turner,13398 First,Cascade,ID,83611,distinct
d-01830,Thomas Nguyen,5304 Sixth,Winslow,NJ,08095,Richard Phillips,16079 Maple,Point Pleasant,WV,25550,distinct
d-01831,John Parker,14886 Main,Julesburg,CO,80737,Thomas Rodriguez,6981 Lake,Brentwood,MD,20722,distinct
d-01832,Michael Kelly,16177 Oak,Puryear,TN,38251,Susan Carter,13335 Oak,Homer City,PA,15748,distinct
d-01833,Thomas Brown,13283 Fourth,Orlando,FL,32885,Susan Brown,17869 First,Denton,TX,76208,distinct
d-01834,Elizabeth Hughes,10762 Evergreen,Elizabeth,LA,70638,Barbara Phillips,1575 Washington,Bossier City,LA,71171,distinct
d-01835,Barbara Robinson,1965 Oak,Lanesboro,IA,51451,Barbara Gutierrez,12400 Lake,Lyons,MI,48851,distinct
d-01836,William Ross,11444 Pine,Mobile,AL,36602,Barbara Johnson,18755 Elm,Prairie View,TX,77446,distinct
d-01837,Linda Cruz,161 Washington,Milroy,PA,17063,Thomas Torres,18450 View,Barneston,NE,68309,distinct
d-01838,Charles Foster,8903 Pine,Pittsfield,ME,04967,William Foster,782 Hill,Houston,TX,77268,distinct
d-01839,Barbara Harris,8732 First,San Mateo,CA,94497,Linda Alvarez,19093 Washington,Detroit,MI,48233,distinct
d-01840,Mary Turner,15731 Park,Alice,TX,78333,Michael Rivera,2346 Fifth,Brooklyn,NY,11236,distinct
d-01841,Susan Sanchez,16049 Lake,Escondido,CA,92026,Sarah Foster,14525 Pine,Newark,NJ,07199,distinct
d-01842,Robert Perez,19610 Hill,Pennsylvania Furnace,PA,16865,Joseph Evans,17325 Second,Kingston Springs,TN,37082,distinct
d-01843,William Mitchell,15901 Evergreen,Bancroft,MI,48414,Thomas Bennet,19029 Maple,Heath,MA,01346,distinct
d-01844,David Green,9388 Elm,Dunnellon,FL,34434,Mary Green,1685 Fifth,Luther,OK,73054,distinct
d-01845,Jennifer Roberts,3030 Hill,Townsend,VA,23443,David James,17880 Pine,Dallas,TX,75355,distinct
d-01846,Joseph Collins,5560 Seventh,Tamaroa,IL,62888,Thomas Alvarez,10687 Hill,Conklin,MI,49403,distinct
d-01847,Susan Adams,13833 Second,Oil City,PA,16301,William Perez,14579 Main,Santa Monica,CA,90409,distinct
d-01848,Charles Phillips,7275 Fourth,El Monte,CA,91735,James Collins,15259 Maple,Tewksbury,MA,01876,distinct
d-01849,Charles Collins,5508 Eighth,Plains,KS,67869,Jessica Howard,19779 Fifth,Topsfield,ME,04490,distinct
d-01850,William Ramos,2957 Fifth,White,GA,30184,Linda Turner,3313 Evergreen,Murdock,KS,67111,distinct
d-01851,James Hughes,18591 Hill,Sharon,VT,05065,Barbara King,9112 View,Washingtonville,OH,44490,distinct
d-01852,Barbara Evans,5743 Park,Biscoe,NC,27209,Charles Smith,14277 Ninth,Wilcox,NE,68982,distinct
d-01853,Linda Diaz,15778 First,Meadow Lands,PA,15347,James Rivera,17910 Lake,Olney,IL,62450,distinct
d-01854,Charles Rodriguez,10613 Sixth,Fort Collins,CO,80527,Susan Gomez,8293 Park,Berrysburg,PA,17005,distinct
d-01855,Mary Bennet,7950 Fourth,Kenly,NC,27542,David Thompson,17763 Cedar,Sipsey,AL,35584,distinct
d-01856,Charles Castillo,18174 Seventh,Trenton,IL,62293,James Young,4265 Sixth,Kirkwood,CA,95646,distinct
d-01857,Jessica Moore,10621 Elm,Wikieup,AZ,85360,Richard Watson,2899 Sixth,Mulkeytown,IL,62865,distinct
d-01858,Karen Hall,10228 Cedar,Williams,AZ,86046,Sarah Nelson,4933 Park,Mountain Pass,CA,92366,distinct
d-01859,Patricia Edwards,8258 Hill,Miami,FL,33143,Thomas Turner,10058 Fifth,Norfolk,VA,23511,distinct
d-01860,Thomas Rivera,18592 Maple,Chamberlain,SD,57326,Barbara Ward,5624 Sixth,Monument Beach,MA,02553,distinct
d-01861,Patricia Thompson,2554 Elm,Roanoke,VA,24035,Mary Anderson,5506 Seventh,Wichita Falls,TX,76306,distinct
d-01862,Robert Hill,9320 Washington,Lancaster,TX,75134,Susan Thompson,15871 Seventh,Koshkonong,MO,65692,distinct
d-01863,David Stewart,5453 Sixth,Las Vegas,NV,89143,David White,1591 Evergreen,Maywood,NJ,07607,distinct
d-01864,James Mendoza,17239 Cedar,Aurora,CO,80047,Jennifer Morris,13389 Main,Sterling,CT,06377,distinct
d-01865,David Watson,17316 Sixth,Cumberland,VA,23040,Susan Roberts,18597 Third,Canehill,AR,72717,distinct
d-01866,Richard Green,9086 Main,Athelstane,WI,54104,Charles Morgan,1439 Pine,Skipperville,AL,36374,distinct
d-01867,Robert Chavez,19860 Park,Independence,MO,64055,Patricia Nelson,14191 Fifth,Monterey,LA,71354,distinct
d-01868,Charles Gutierrez,18984 Pine,Havana,AR,72842,Michael Wilson,18648 Ninth,Indianapolis,IN,46259,distinct
d-01869,John Morales,13424 Oak,Eagle Grove,IA,50533,Barbara Reed,7223 Lake,Scotland,AR,72141,distinct
d-01870,Elizabeth Myers,9993 Ninth,Culberson,NC,28903,Thomas Smith,11332 View,Pencil Bluff,AR,71965,distinct
d-01871,John Williams,15862 Second,Greenup,IL,62428,James Mitchell,677 Fifth,Joppa,AL,35087,distinct
d-01872,Michael Baker,16893 Pine,Beaumont,TX,77706,Susan Brown,8063 Washington,Saint George,UT,84770,distinct
d-01873,Elizabeth Rogers,11224 Seventh,Holliday,MO,65258,Jennifer Long,13008 First,Washington,DC,20524,distinct
d-01874,Robert Garcia,6454 Lake,Webster,NY,14580,Jennifer Howard,15029 Sixth,Searchlight,NV,89046,distinct
d-01875,Charles Clark,7929 Fifth,Chester,GA,31012,Charles Roberts,12858 Hill,San Ysidro,NM,87053,distinct
d-01876,Susan Cox,4973 Elm,Wolcott,CO,81655,Sarah Patel,8979 Fifth,Kit Carson,CA,95644,distinct
d-01877,Linda Wright,11786 Fifth,Chalk Hill,PA,15421,Elizabeth Ramos,5935 Pine,Mount Carmel,IL,62863,distinct
d-01878,Elizabeth Ruiz,13963 Evergreen,Redmon,IL,61949,Mary Perez,3658 Pine,Miami,FL,33234,distinct
d-01879,Karen Ruiz,4854 Fifth,Cromwell,IA,50842,John Moore,19371 Evergreen,Palatine,IL,60038,distinct
d-01880,Patricia Collins,761 First,Thomasville,NC,27361,Jessica Lee,15347 First,Plum,TX,78952,distinct
d-01881,William Morgan,8991 Second,Georges Mills,NH,03751,Jessica Green,15985 View,Osakis,MN,56360,distinct
d-01882,Elizabeth Gray,8777 Main,San Antonio,TX,78230,Thomas Bailey,11340 Second,Hoskins,NE,68740,distinct
d-01883,Robert Howard,19797 Eighth,Denver,CO,80256,Linda Anderson,17718 Pine,San Jose,CA,95194,distinct
d-01884,Robert Hughes,15137 Elm,West Palm Beach,FL,33416,David Sanders,8310 Eighth,Hanover,NM,88041,distinct
d-01885,Jennifer Martinez,6243 Lake,Lompoc,CA,93437,Elizabeth Edwards,13451 Fifth,Knoxville,TN,37921,distinct
d-01886,Robert Foster,7913 View,Warriormine,WV,24894,Richard Green,8732 Ninth,New Berlin,IL,62670,distinct
d-01887,Mary Wood,14376 Lake,Dryden,ME,04225,Susan Price,5564 Maple,Stevensville,MI,49127,distinct
d-01888,Patricia Anderson,19211 Second,Odessa,MO,64076,Linda Cook,16447 Evergreen,Mount Pleasant,AR,72561,distinct
d-01889,Mary Bailey,1094 Hill,Jackson,MS,39202,Mary Anderson,9635 Eighth,Palo Alto,CA,94306,distinct
d-01890,Mary Brown,12866 Sixth,Iowa City,IA,52242,Michael Mitchell,7420 Elm,New York,NY,10132,distinct
d-01891,Patricia Wood,5433 First,Belton,KY,42324,Thomas Castillo,734 Ninth,Newkirk,OK,74647,distinct
d-01892,Charles Stewart,9511 Fifth,Alma,MO,64001,James Wright,11763 Park,New Haven,CT,06510,distinct
d-01893,Joseph Carter,16384 First,Cummington,MA,01026,William Gonzales,2556 Hill,Walnut Creek,CA,94595,distinct
d-01894,Susan Diaz,4206 Third,Neon,KY,41840,David Sanchez,7821 Maple,Montpelier,VT,05633,distinct
d-01895,Susan Ortiz,5903 Oak,Fort Myers,FL,33907,William Young,12256 Third,Deal Island,MD,21821,distinct
d-01896,Karen Morales,11383 Eighth,Waterville,ME,04901,Joseph Peterson,4151 Pine,North Brookfield,MA,01535,distinct
d-01897,Jessica Thomas,2804 Second,Belmont,MI,49306,Jessica Kim,1751 View,Linden,VA,22642,distinct
d-01898,Mary Morris,5519 View,Dothan,WV,25833,Michael Young,19626 Cedar,Evans,WV,25241,distinct
d-01899,Barbara Morris,17022 Fifth,Leonardville,KS,66449,Elizabeth Richardson,19948 Cedar,De Soto,IA,50069,distinct
d-01900,Joseph Martin,19567 Third,Orchard,NE,68764,Linda James,17379 Evergreen,Gainesville,VA,20156,distinct
d-01901,Mary Johnson,9793 Evergreen,Indianapolis,IN,46242,Robert Bailey,611 Maple,Hartford,CT,06155,distinct
d-01902,Richard Smith,8003 Elm,Salem,NH,03079,Barbara Taylor,8631 Elm,Joppa,AL,35087,distinct
d-01903,Jessica Collins,615 Elm,Santaquin,UT,84655,Elizabeth Phillips,10146 Lake,Rudd,IA,50471,distinct
d-01904,Jessica Campbell,16373 Hill,Becket,MA,01223,Linda Williams,13735 Oak,Nashville,TN,37246,distinct
d-01905,William Rivera,1968 Maple,Jbsa Ft Sam Houston,TX,78234,James Morales,7670 Ninth,Sellers,SC,29592,distinct
d-01906,William Baker,5640 Seventh,Toledo,OH,43682,Richard King,549 Washington,Lake City,SD,57247,distinct
d-01907,Richard Reed,2537 Maple,Littcarr,KY,41834,Patricia Smith,11856 Elm,Rotan,TX,79546,distinct
d-01908,Linda Parker,16010 Washington,Gloucester City,NJ,08030,Charles Gomez,8689 Third,Edwardsville,IL,62026,distinct
d-01909,Elizabeth Thompson,3053 View,Palm Desert,CA,92255,Richard Parker,9622 Eighth,Thorndike,MA,01079,distinct
d-01910,Karen Ortiz,15801 Cedar,Water Valley,MS,38965,Jessica Mendoza,8992 Washington,Moss,MS,39460,distinct
d-01911,Elizabeth Taylor,17253 Pine,Steamboat Rock,IA,50672,Richard Rogers,642 Eighth,Conroe,TX,77302,distinct
d-01912,William King,5619 Seventh,Boulder,WY,82923,John Sanders,6185 Elm,Browning,MT,59417,distinct
d-01913,Michael Jones,11435 Park,Linville,VA,22834,Mary Ross,19778 Cedar,Salisbury,NC,28144,distinct
d-01914,Joseph Diaz,12202 Cedar,Belfast,ME,04915,Linda Williams,18617 Eighth,North Palm Beach,FL,33408,distinct
d-01915,Mary Smith,17608 Maple,Lancaster,CA,93539,William Castillo,15876 Sixth,East Stroudsburg,PA,18301,distinct
d-01916,Barbara Kim,9547 View,Atomic City,ID,83215,Susan Martinez,10764 Eighth,Dozier,AL,36028,distinct
d-01917,Linda Lee,10595 Evergreen,Deland,FL,32720,Jennifer Robinson,14174 Eighth,Noxen,PA,18636,distinct
d-01918,Michael Garcia,18058 Seventh,Visalia,CA,93277,Mary Castillo,13320 View,Deerfield Beach,FL,33443,distinct
d-01919,Elizabeth Wood,11789 Second,Little Rock,AR,72211,Joseph Thompson,16186 Maple,Hulett,WY,82720,distinct
d-01920,Joseph Morris,19913 Hill,Watertown,MA,02477,Richard Richardson,5994 Washington,Trenton,TN,38382,distinct
d-01921,David Clark,10856 Hill,Durham,NC,27709,Thomas Parker,11510 Second,Boelus,NE,68820,distinct
d-01922,Linda Brown,18447 Main,Monroe,OK,74947,James Campbell,6716 Main,Lakemore,OH,44250,distinct
d-01923,Robert Murphy,11804 First,New Creek,WV,26743,Jennifer Mitchell,3987 Main,War,WV,24892,distinct
d-01924,Patricia Gonzales,9389 Pine,Smithfield,OH,43948,James Stewart,13402 Lake,McAllen,TX,78501,distinct
d-01925,Joseph Hill,15338 Third,Apex,NC,27539,Karen Alvarez,3107 First,Delray Beach,FL,33444,distinct
d-01926,David Bennet,16493 Park,Havana,FL,32333,John Diaz,16080 First,New York,NY,10126,distinct
d-01927,Thomas Lee,7974 Pine,Waupaca,WI,54981,Elizabeth Kelly,636 Third,Hatfield,PA,19440,distinct
d-01928,Susan Collins,4119 Fifth,Pleasant City,OH,43772,Susan Ruiz,55 Lake,Mohawk,TN,37810,distinct
d-01929,Charles King,15301 Sixth,Jbsa Ft Sam Houston,TX,78234,Patricia Ward,2320 Fourth,Hathorne,MA,01937,distinct
d-01930,David Rogers,10879 Park,Lavalette,WV,25535,Charles Thompson,1313 View,Meigs,GA,31765,distinct
d-01931,James Anderson,6412 Fourth,Joshua Tree,CA,92252,William Mendoza,7576 Lake,Worcester,VT,05682,distinct
d-01932,Jessica Collins,4521 Hill,Plano,TX,75023,Richard Howard,519 Eighth,Park Ridge,NJ,07656,distinct
d-01933,Joseph Hughes,1602 Fifth,Pingree,ID,83262,Patricia Williams,19251 Elm,Victoria,TX,77905,distinct
d-01934,Michael Smith,1466 Seventh,Watson,IL,62473,Joseph Reyes,5164 Hill,Fallbrook,CA,92088,distinct
d-01935,Jessica Thompson,13593 Fifth,Cramerton,NC,28032,Joseph Sanders,9211 Washington,Savage,MD,20763,distinct
d-01936,Joseph Murphy,8438 Ninth,Flagstaff,AZ,86002,Robert Richardson,15440 Fourth,Creston,OH,44217,distinct
d-01937,Mary Sanchez,11564 Main,Jacksonville,TX,75766,Mary Kim,4433 Fifth,Huxley,IA,50124,distinct
d-01938,Robert Sanchez,2544 Ninth,College Park,MD,20742,Michael Reyes,9607 View,North Prairie,WI,53153,distinct
d-01939,James Jones,14854 Park,Lemoore,CA,93246,Barbara Nguyen,15616 Hill,Circle Pines,MN,55014,distinct
d-01940,Elizabeth Anderson,18328 Third,Plymouth,NY,13832,Charles Hall,9680 Oak,Birmingham,AL,35219,distinct
d-01941,Jessica Wood,18763 Main,Chatfield,OH,44825,William Bailey,6224 First,Beverly Hills,CA,90211,distinct
d-01942,Charles Turner,7286 Ninth,Schlater,MS,38952,Charles Hall,18286 Hill,Quechee,VT,05059,distinct
d-01943,Joseph Sanchez,8714 Second,New Hudson,MI,48165,Sarah Gutierrez,15987 Main,Cedar Rapids,IA,52498,distinct
d-01944,Robert King,19602 Seventh,Bennington,IN,47011,Richard Morris,17079 Oak,Veribest,TX,76886,distinct
d-01945,Joseph Anderson,18144 Oak,Kalamazoo,MI,49001,Sarah Long,7013 Park,Kempton,IN,46049,distinct
d-01946,John White,4024 Lake,Stottville,NY,12172,Karen Torres,12102 Ninth,Niantic,CT,06357,distinct
d-01947,David Bennet,19830 Evergreen,Rockingham,NC,28380,Sarah Evans,3843 Park,Merritt Island,FL,32954,distinct
d-01948,Michael Allen,10866 Fourth,South Kent,CT,06785,Patricia Johnson,18767 Seventh,Flaxville,MT,59222,distinct
d-01949,Elizabeth Perez,1670 Oak,Rehrersburg,PA,19550,Mary Ortiz,5217 View,Gordon,TX,76453,distinct
d-01950,Linda Diaz,679 Evergreen,Reva,VA,22735,Michael Cook,16531 Ninth,Denver,CO,80207,distinct
d-01951,Karen Allen,15231 Fourth,Rinard,IL,62878,Jennifer Ramirez,10184 Elm,Big Rapids,MI,49307,distinct
d-01952,Charles Miller,10914 Hill,Houston,TX,77229,Jessica Torres,15637 Lake,Satellite Beach,FL,32937,distinct
d-01953,David Kim,6276 Pine,Saint Catharine,KY,40061,Linda Morgan,12731 Eighth,Chalmette,LA,70043,distinct
d-01954,Elizabeth Martinez,6328 Washington,Westminster,CA,92685,Linda Turner,15659 Fifth,Lake Charles,LA,70601,distinct
d-01955,Susan Taylor,6024 Fifth,Hamilton,AL,35570,Elizabeth Robinson,5253 Hill,Prairie View,KS,67664,distinct
d-01956,Barbara Harris,18384 Lake,Lebanon,TN,37087,Patricia Garcia,19073 Maple,Acme,LA,71316,distinct
d-01957,Jennifer Young,386 Eighth,Shapleigh,ME,04076,James Rodriguez,11910 Pine,Delhi,NY,13753,distinct
d-01958,Jennifer Long,17436 Washington,Miami,FL,33155,William Ruiz,10048 Ninth,Charleston,WV,25364,distinct
d-01959,William Castillo,11091 Ninth,Revere,PA,18953,Charles Peterson,4608 Eighth,Clearwater,FL,33763,distinct
d-01960,Patricia Ramirez,16025 Sixth,Oakdale,WI,54649,Sarah Morris,1547 Hill,Edna,TX,77957,distinct
d-01961,Elizabeth Brooks,5436 Lake,Dayton,OH,45401,Barbara Cook,11462 Elm,Marble Falls,TX,78654,distinct
d-01962,Thomas Mendoza,898 Fourth,Hialeah,FL,33015,Susan Murphy,6284 Main,Austin,TX,78763,distinct
d-01963,Sarah Hall,14361 Pine,Maitland,FL,32794,David Gonzales,18791 Eighth,Morton,MN,56270,distinct
d-01964,James Castillo,19900 Elm,Rich Creek,VA,24147,Mary Diaz,8731 Fifth,Mount Vernon,IA,52314,distinct
d-01965,Charles Harris,10138 Main,Reform,AL,35481,Michael Morales,9276 Ninth,Bass Lake,CA,93604,distinct
d-01966,Richard Wilson,18675 Park,Saint Louis,MO,63103,David Ramirez,16690 Ninth,Harrison,ME,04040,distinct
d-01967,Jennifer Hall,5372 Washington,Washington,DC,20064,Karen Perez,6537 Third,Philadelphia,PA,19171,distinct
d-01968,Linda Mitchell,12395 Main,Ashley,IN,46705,Robert Foster,7741 Sixth,Palisade,MN,56469,distinct
d-01969,Jennifer Kelly,12462 Fifth,Decatur,IL,62526,Charles Green,18478 View,Fort Lauderdale,FL,33323,distinct
d-01970,Robert Gomez,4184 Third,Grand Isle,ME,04746,Mary Price,17601 Maple,Cloverport,KY,40111,distinct
d-01971,Joseph Morales,15917 Main,Albany,NY,12247,Linda Harris,1132 Cedar,Greenville,CA,95947,distinct
d-01972,Sarah Murphy,11631 Main,Ford,KS,67842,Barbara Thomas,7994 Oak,Emmons,MN,56029,distinct
d-01973,Barbara Reed,9016 Eighth,Shartlesville,PA,19554,Elizabeth Diaz,19913 Ninth,Rosendale,WI,54974,distinct
d-01974,William Brooks,2265 Washington,Pasadena,CA,91103,Elizabeth Rogers,7871 Third,West College Corner,IN,47003,distinct
d-01975,Jessica Price,7870 Cedar,Rochester,NY,14615,Patricia Nelson,9137 Evergreen,Williamsfield,OH,44093,distinct
d-01976,Robert Mitchell,3644 Park,Brooklyn,NY,11245,Michael Myers,15070 Fifth,Pasadena,TX,77508,distinct
d-01977,Joseph Rogers,12358 Maple,Hacksneck,VA,23358,Thomas Ross,8007 Eighth,New York,NY,10032,distinct
d-01978,Karen Morales,1592 View,Kansas City,MO,64114,John Williams,12558 Sixth,Ellettsville,IN,47429,distinct
d-01979,William Rivera,9329 Second,Kearsarge,MI,49942,Joseph Phillips,13033 Third,Trinway,OH,43842,distinct
d-01980,Charles Baker,13880 Fifth,Hazel Green,KY,41332,Michael Foster,19230 Second,Ellis Grove,IL,62241,distinct
d-01981,Richard Nelson,8977 Seventh,Metamora,MI,48455,John Johnson,7371 Maple,San Bernardino,CA,92408,distinct
d-01982,Susan Roberts,1493 Oak,Ellicottville,NY,14731,Elizabeth Hill,16140 Eighth,Richland,SC,29675,distinct
d-01983,David Ramos,17033 Evergreen,Revloc,PA,15948,Karen Taylor,14695 Main,Lewiston,NY,14092,distinct
d-01984,Patricia James,2434 Oak,Congress,AZ,85332,Linda Nguyen,10542 Second,Sacramento,CA,94259,distinct
d-01985,Jessica Scott,7123 Elm,Shawsville,VA,24162,Karen Allen,4669 Eighth,Maumee,OH,43537,distinct
d-01986,James Ramos,13640 Fourth,Louisville,KY,40290,William Sanchez,6605 Second,Summerfield,NC,27358,distinct
d-01987,Richard Smith,9521 Eighth,East Rockaway,NY,11518,Mary James,19809 Hill,Atlanta,GA,30312,distinct
d-01988,William Campbell,539 Cedar,Spring Hill,FL,34609,William Harris,15119 Hill,Medina,ND,58467,distinct
d-01989,James Morales,10210 Second,Macdoel,CA,96058,William Lewis,17141 Evergreen,Ninde,VA,22526,distinct
d-01990,William Perez,16438 Ninth,Holly,MI,48442,Jessica Nguyen,19978 Eighth,Simpsonville,KY,40067,distinct
d-01991,Jessica Thomas,10489 Eighth,Landis,NC,28088,William Edwards,766 Oak,Farnhamville,IA,50538,distinct
d-01992,James Carter,11055 Main,Rose Hill,NC,28458,Thomas Turner,3085 Fourth,Peoria,IL,61634,distinct
d-01993,Jennifer Flores,51 Third,Hamilton,MS,39746,Susan Reed,15591 Cedar,Rincon,PR,00677,distinct
d-01994,Linda Kelly,14852 Fifth,Newport Beach,CA,92659,Linda Ramirez,13406 Cedar,De Witt,AR,72042,distinct
d-01995,Elizabeth Mitchell,10573 Cedar,Bunker Hill,KS,67626,Linda Adams,2228 Fifth,Charlotte,VT,05445,distinct
d-01996,Karen Ross,10316 Fourth,Rattan,OK,74562,Robert Diaz,3949 Park,Wytheville,VA,24382,distinct
d-01997,Mary Parker,3979 Washington,Tram,KY,41663,Robert Reed,6527 Hill,Odenton,MD,21113,distinct
d-01998,Mary Miller,3110 Fourth,Wheelock,TX,77882,Joseph Morgan,5828 First,La Porte,TX,77572,distinct
d-01999,Karen Adams,19266 Maple,Franklin,MO,65250,Joseph Sanchez,2479 Lake,Springdale,AR,72764,distinct
m-02000,Linda Ortiz,8433 Cedar,Saint Ansgar,IA,50472,Linda C Ortiz,8432 Cedar Street,Saint Ansgar,IA,50471,match
m-02001,Patricia Castillo,2406 Pine,Manchester,GA,31816,Patricia B Castillo,2405 Pine Street,Manchester,GA,31815,match
m-02002,Richard Lewis,19934 Ninth,Pasadena,CA,91107,Richard Y Lewis,19933 Ninth Street,Pasadena,CA,91106,match
m-02003,Patricia Smith,4368 Sixth,Chattanooga,TN,37403,Patricia G Smith,4367 Sixth Street,Chattanooga,TN,37402,match
m-02004,Michael Stewart,1173 Third,Lowell,MA,01852,Michael N Stewart,1172 Third Street,Lowell,MA,01851,match
m-02005,Charles Williams,8951 Pine,Detroit,MI,48288,Charles R Williams,8950 Pine Street,Detroit,MI,48287,match
m-02006,Robert Wood,11659 Fourth,Anaconda,MT,59711,Robert C Wood,11658 Fourth Street,Anaconda,MT,59710,match
m-02007,Barbara Myers,15940 Fifth,Topeka,KS,66615,Barbara M Myers,15939 Fifth Street,Topeka,KS,66614,match
m-02008,Joseph Torres,11730 Evergreen,Berkeley,CA,94712,Joseph X Torres,11729 Evergreen Street,Berkeley,CA,94711,match
m-02009,Joseph Wilson,18113 Fourth,Houston,TX,77028,Joseph C Wilson,18112 Fourth Street,Houston,TX,77027,match
m-02010,Charles Mendoza,13935 Eighth,White Marsh,MD,21162,Charles W Mendoza,13934 Eighth Street,White Marsh,MD,21161,match
m-02011,Karen Ruiz,5789 Second,West Palm Beach,FL,33405,Karen S Ruiz,5788 Second Street,West Palm Beach,FL,33404,match
m-02012,Susan White,12360 First,Fort Monroe,VA,23651,Susan B White,12359 First Street,Fort Monroe,VA,23650,match
m-02013,Thomas Cooper,5175 Seventh,Paris,TX,75461,Thomas Y Cooper,5174 Seventh Street,Paris,TX,75460,match
m-02014,Michael Moore,6696 Maple,Worthington,IN,47471,Michael J Moore,6695 Maple Street,Worthington,IN,47470,match
m-02015,Sarah Davis,16320 View,Spring Lake,NC,28390,Sarah H Davis,16319 View Street,Spring Lake,NC,28389,match
m-02016,James Hughes,13656 Main,Florissant,MO,63031,James T Hughes,13655 Main Street,Florissant,MO,63030,match
m-02017,Elizabeth Castillo,17544 Maple,Lane,SC,29564,Elizabeth J Castillo,17543 Maple Street,Lane,SC,29563,match
m-02018,Karen Baker,12000 Second,Saint Augustine,FL,32085,Karen D Baker,11999 Second Street,Saint Augustine,FL,32084,match
m-02019,Barbara Torres,18639 Sixth,Farmington,GA,30638,Barbara J Torres,18638 Sixth Street,Farmington,GA,30637,match
m-02020,David Miller,7586 View,Northford,CT,06472,David U Miller,7585 View Street,Northford,CT,06471,match
m-02021,Linda Thompson,13098 Sixth,Amarillo,TX,79166,Linda C Thompson,13097 Sixth Street,Amarillo,TX,79165,match
m-02022,Sarah Morris,2137 Pine,Mabscott,WV,25871,Sarah Y Morris,2136 Pine Street,Mabscott,WV,25870,match
m-02023,Linda Johnson,414 Elm,Milwaukee,WI,53212,Linda Q Johnson,413 Elm Street,Milwaukee,WI,53211,match
m-02024,David Murphy,12796 Elm,Duncan,MS,38740,David G Murphy,12795 Elm Street,Duncan,MS,38739,match
m-02025,Jennifer Evans,1522 Elm,Roanoke Rapids,NC,27870,Jennifer Q Evans,1521 Elm Street,Roanoke Rapids,NC,27869,match
m-02026,Charles Morgan,9342 Seventh,Goshen,AR,72735,Charles M Morgan,9341 Seventh Street,Goshen,AR,72734,match
m-02027,Barbara Torres,11925 Oak,Smyrna,DE,19977,Barbara V Torres,11924 Oak Street,Smyrna,DE,19976,match
m-02028,Linda Nguyen,16666 Ninth,Cushing,IA,51018,Linda N Nguyen,16665 Ninth Street,Cushing,IA,51017,match
m-02029,Richard Stewart,3607 Third,El Paso,TX,88546,Richard U Stewart,3606 Third Street,El Paso,TX,88545,match
m-02030,Jessica Bennet,3799 View,Orleans,VT,05860,Jessica W Bennet,3798 View Street,Orleans,VT,05859,match
m-02031,Barbara Bailey,2743 Fourth,Sturdivant,MO,63782,Barbara N Bailey,2742 Fourth Street,Sturdivant,MO,63781,match
m-02032,Elizabeth Young,1766 Eighth,Tunkhannock,PA,18657,Elizabeth N Young,1765 Eighth Street,Tunkhannock,PA,18656,match
m-02033,David Rodriguez,7437 Hill,Filley,NE,68357,David G Rodriguez,7436 Hill Street,Filley,NE,68356,match
m-02034,Susan Perez,12392 First,Washington,DC,20553,Susan L Perez,12391 First Street,Washington,DC,20552,match
m-02035,Joseph Miller,14509 Park,Mayer,AZ,86333,Joseph F Miller,14508 Park Street,Mayer,AZ,86332,match
m-02036,Barbara Mitchell,10137 Maple,Atascadero,CA,93423,Barbara M Mitchell,10136 Maple Street,Atascadero,CA,93422,match
m-02037,Charles Clark,5297 Fifth,Dimock,SD,57331,Charles Q Clark,5296 Fifth Street,Dimock,SD,57330,match
m-02038,Patricia Kim,10050 Maple,Saint Jo,TX,76265,Patricia M Kim,10049 Maple Street,Saint Jo,TX,76264,match
m-02039,Susan Reyes,578 Fifth,Pompano Beach,FL,33069,Susan W Reyes,577 Fifth Street,Pompano Beach,FL,33068,match
